TW;;.TAIWAN; PROVINCE OF CHINA;;;;;;;;
TW;APG;An Ping;An Ping;;1-------;RQ;9811;;;
TW;CHW;Chang-Hua;Chang-Hua;;-23-----;RL;0212;;2404N 12031E;
TW;CMJ;Chi Mei;Chi Mei;;---4----;AI;0001;;;
TW;CYI;Chiayi;Chiayi;;---4----;AI;9601;;;
TW;CLI;Chung-Li;Chung-Li;;--3-----;RQ;9806;;;
TW;GNI;Green Island;Green Island;;---4----;AI;0001;;;
TW;HCN;Hengchun;Hengchun;;---4----;AI;0001;;;
TW;HSZ;Hsin-chu;Hsin-chu;;--34----;RL;0201;;2449N 12058E;
TW;HUN;Hualien;Hualien;;1--4----;AI;9601;;;
TW;ILA;I-lan;I-lan;;-23-----;RL;0401;;2446N 12145E;
TW;KHH;Kaohsiung;Kaohsiung;;1--4----;AI;9601;;;
TW;KEL;Keelung (Chilung);Keelung (Chilung);;1-------;QQ;8103;;;
TW;KEZ;Kepz;Kepz;;0-------;RQ;9307;;;
TW;KNH;Kinmen;Kinmen;;---4----;AI;0001;;;
TW;LHN;Lishan;Lishan;;---4----;AI;0001;;;
TW;LGM;Lung-men;Lung-men;;1-------;RL;0701;;2334N 11940E;
TW;MAL;Mai-Liai;Mai-Liai;;1-------;RL;0101;;2345N 12015E;
TW;MLI;Mai-liao;Mai-liao;;1-------;RL;0212;;2306N 12008E;
TW;MZG;Makung;Makung;;---4----;AI;9601;;;
TW;MFK;Matsu;Matsu;;---4----;AI;0001;;;
TW;ZMI;Miao-li;Miao-li;;-23-----;RL;0307;;2433N 12049E;
TW;NEZ;Nepz; Nantze;Nepz; Nantze;;0-------;RQ;9307;;;
TW;KYD;Orchid Island;Orchid Island;;---4----;AI;0001;;;
TW;PIF;Pingtung;Pingtung;;---4----;AI;0001;;;
TW;SHL;Sha-lun;Sha-lun;;1-3-----;RL;0212;;2506N 12113E;
TW;SUO;Suao;Suao;;1-------;QQ;8103;;;
TW;SMT;Sun Moon Lake;Sun Moon Lake;;---4----;AI;0001;;;
TW;TXG;Taichung;Taichung;;1--4----;AI;9601;;;
TW;TNN;Tainan;Tainan;;1--4----;AI;9601;;;
TW;TAI;T'ai-nan-hsien;T'ai-nan-hsien;;--3-----;RL;0212;;2318N 12019E;
TW;TPE;Taipei;Taipei;;---45---;AI;9601;;;
TW;TTT;Taitung;Taitung;;1--4----;AI;9601;;;
TW;TYN;Taoyuan;Taoyuan;;1-34----;RQ;0607;;;
TW;TOF;Toufen;Toufen;;--3-----;RL;0207;;2431N 12054E;
TW;TUZ;Tou-liu;Tou-liu;;--3-----;RL;0307;;2342N 12032E;
TW;TGH;Tung Hai;Tung Hai;;0-------;RQ;9307;;;
TW;WOT;Wonan;Wonan;;---4----;AI;0001;;;
TW;WUJ;Wu-jih;Wu-jih;;-23-----;RL;0307;;2406N 12037E;
TW;WTU;Wu-tu;Wu-tu;;123--6--;RL;0407;;2505N 12140E;
TW;FEY;Yüang-wang;Yuang-wang;;--3-----;RL;0307;;2403N 12109E;
TW;YAN;Yung-an;Yung-an;;--3-----;RQ;0401;;;
