GB;ABD;Aberdeenshire;County
GB;ABE;Aberdeen City;County
GB;AGB;Argyll and Bute;County
GB;AGY;Isle of Anglesey [Sir Ynys Môn GB-YNM];County
GB;ANS;Angus;County
GB;ANT;Antrim;County
GB;ARD;Ards;County
GB;ARM;Armagh;County
GB;BAS;Bath and North East Somerset;County
GB;BBD;Blackburn with Darwen;County
GB;BDF;Bedfordshire;County
GB;BDG;Barking and Dagenham;County
GB;BEN;Brent;County
GB;BEX;Bexley;County
GB;BFS;Belfast;County
GB;BGE;Bridgend [Pen-y-bont ar Ogwr GB-POG];County
GB;BGW;Blaenau Gwent;County
GB;BIR;Birmingham;County
GB;BKM;Buckinghamshire;County
GB;BLA;Ballymena;County
GB;BLY;Ballymoney;County
GB;BMH;Bournemouth;County
GB;BNB;Banbridge;County
GB;BNE;Barnet;County
GB;BNH;Brighton and Hove;County
GB;BNS;Barnsley;County
GB;BOL;Bolton;County
GB;BOR;Borders Region;County
GB;BPL;Blackpool;County
GB;BRC;Bracknell Forest;County
GB;BRD;Bradford;County
GB;BRY;Bromley;County
GB;BST;Bristol; City of;County
GB;BUR;Bury;County
GB;CAM;Cambridgeshire;County
GB;CAY;Caerphilly [Caerffili GB-CAF];County
GB;CGN;Ceredigion [Sir Ceredigion];County
GB;CGV;Craigavon;County
GB;CHS;Cheshire;County
GB;CKF;Carrickfergus;County
GB;CKT;Cookstown;County
GB;CLD;Calderdale;County
GB;CLK;Clackmannanshire;County
GB;CLR;Coleraine;County
GB;CLV;Cleveland;County
GB;CMA;Cumbria;County
GB;CMD;Camden;County
GB;CMN;Carmarthenshire [Sir Gaerfyrddin GB-GFY];County
GB;CON;Cornwall;County
GB;COV;Coventry;County
GB;CRF;Cardiff [Caerdydd GB-CRD];County
GB;CRY;Croydon;County
GB;CSR;Castlereagh;County
GB;CWD;Clwyd;County
GB;CWY;Conwy;County
GB;DAL;Darlington;County
GB;DBY;Derbyshire;County
GB;DEN;Denbighshire [Sir Ddinbych GB-DDB];County
GB;DER;Derby;County
GB;DEV;Devon;County
GB;DFD;Dyfed;County
GB;DGN;Dungannon;County
GB;DGY;Dumfries and Galloway;County
GB;DNC;Doncaster;County
GB;DND;Dundee City;County
GB;DOR;Dorset;County
GB;DOW;Down;County
GB;DRY;Derry;County
GB;DUD;Dudley;County
GB;DUR;Durham;County
GB;DVV;Devon;County
GB;EAL;Ealing;County
GB;EAY;East Ayrshire;County
GB;EDH;Edinburgh; City of;County
GB;EDU;East Dunbartonshire;County
GB;ELN;East Lothian;County
GB;ELS;Eilean Siar;County
GB;ENF;Enfield;County
GB;ENG;England;First-Level Division
GB;ERW;East Renfrewshire;County
GB;ERY;East Riding of Yorkshire;County
GB;ESS;Essex;County
GB;ESX;East Sussex;County
GB;FAL;Falkirk;County
GB;FER;Fermanagh;County
GB;FIF;Fife;County
GB;FLN;Flintshire [Sir y Fflint GB-FFL];County
GB;GAT;Gateshead;County
GB;GLG;Glasgow City;County
GB;GLS;Gloucestershire;County
GB;GMP;Grampian Region;County
GB;GNT;Gwent;County
GB;GRE;Greenwich;County
GB;GTL;Greater London;County
GB;GTM;Greater Manchester;County
GB;GWN;Gwynedd;County
GB;HAL;Halton;County
GB;HAM;Hampshire;County
GB;HAV;Havering;County
GB;HCK;Hackney;County
GB;HEF;Herefordshire; County of;County
GB;HIL;Hillingdon;County
GB;HLD;Highland;County
GB;HMF;Hammersmith and Fulham;County
GB;HNS;Hounslow;County
GB;HPL;Hartlepool;County
GB;HRT;Hertfordshire;County
GB;HRW;Harrow;County
GB;HRY;Haringey;County
GB;HUM;Humberside;County
GB;HWR;Hereford and Worcester;County
GB;IOS;Isles of Scilly;County
GB;IOW;Isle of Wight;County
GB;ISL;Islington;County
GB;IVC;Inverclyde;County
GB;KEC;Kensington and Chelsea;County
GB;KEN;Kent;County
GB;KHL;Kingston upon Hull; City of;County
GB;KIR;Kirklees;County
GB;KTT;Kingston upon Thames;County
GB;KWL;Knowsley;County
GB;LAN;Lancashire;County
GB;LBH;Lambeth;County
GB;LCE;Leicester;County
GB;LDS;Leeds;County
GB;LEC;Leicestershire;County
GB;LEW;Lewisham;County
GB;LIN;Lincolnshire;County
GB;LIV;Liverpool;County
GB;LMV;Limavady;County
GB;LND;London; City of;County
GB;LRN;Larne;County
GB;LSB;Lisburn;County
GB;LTN;Lothian Region;County
GB;LUT;Luton;County
GB;MAN;Manchester;County
GB;MDB;Middlesbrough;County
GB;MDW;Medway;County
GB;MFT;Magherafelt;County
GB;MGM;Mid Glamorgan;County
GB;MIK;Milton Keynes;County
GB;MLN;Midlothian;County
GB;MON;Monmouthshire [Sir Fynwy GB-FYN];County
GB;MRT;Merton;County
GB;MRY;Moray;County
GB;MSY;Merseyside;County
GB;MTY;Merthyr Tydfil [Merthyr Tudful GB-MTU];County
GB;MYL;Moyle;County
GB;NAY;North Ayrshire;County
GB;NBL;Northumberland;County
GB;NDN;North Down;County
GB;NEL;North East Lincolnshire;County
GB;NET;Newcastle upon Tyne;County
GB;NFK;Norfolk;County
GB;NGM;Nottingham;County
GB;NIR;Northern Ireland;First-Level Division
GB;NLK;North Lanarkshire;County
GB;NLN;North Lincolnshire;County
GB;NSM;North Somerset;County
GB;NTA;Newtownabbey;County
GB;NTH;Northamptonshire;County
GB;NTL;Neath Port Talbot [Castell-nedd Port Talbot GB-CTL];County
GB;NTT;Nottinghamshire;County
GB;NTY;North Tyneside;County
GB;NWM;Newham;County
GB;NWP;Newport [Casnewydd GB-CNW];County
GB;NYK;North Yorkshire;County
GB;NYM;Newry and Mourne;County
GB;OLD;Oldham;County
GB;OMH;Omagh;County
GB;ORK;Orkney Islands;County
GB;OXF;Oxfordshire;County
GB;PEM;Pembrokeshire [Sir Benfro GB-BNF];County
GB;PKN;Perth and Kinross;County
GB;PLY;Plymouth;County
GB;POL;Poole;County
GB;POR;Portsmouth;County
GB;POW;Powys;County
GB;PTE;Peterborough;County
GB;RCC;Redcar and Cleveland;County
GB;RCH;Rochdale;County
GB;RCT;Rhondda; Cynon; Taff [Rhondda; Cynon;Taf];County
GB;RDB;Redbridge;County
GB;RDG;Reading;County
GB;RFW;Renfrewshire;County
GB;RIC;Richmond upon Thames;County
GB;ROT;Rotherham;County
GB;RUT;Rutland;County
GB;SAW;Sandwell;County
GB;SAY;South Ayrshire;County
GB;SCB;Scottish Borders; The;County
GB;SCT;Scotland;First-Level Division
GB;SFK;Suffolk;County
GB;SFT;Sefton;County
GB;SGC;South Gloucestershire;County
GB;SGM;South Glamorgan;County
GB;SHF;Sheffield;County
GB;SHN;St. Helens;County
GB;SHR;Shropshire;County
GB;SKP;Stockport;County
GB;SLF;Salford;County
GB;SLG;Slough;County
GB;SLK;South Lanarkshire;County
GB;SND;Sunderland;County
GB;SOL;Solihull;County
GB;SOM;Somerset;County
GB;SOS;Southend-on-Sea;County
GB;SRY;Surrey;County
GB;STB;Strabane;County
GB;STD;Strathclyde Region;County
GB;STE;Stoke-on-Trent;County
GB;STG;Stirling;County
GB;STH;Southampton;County
GB;STN;Sutton;County
GB;STS;Staffordshire;County
GB;STT;Stockton-on-Tees;County
GB;STY;South Tyneside;County
GB;SWA;Swansea [Abertawe GB-ATA];County
GB;SWD;Swindon;County
GB;SWK;Southwark;County
GB;SYK;South Yorkshire;County
GB;TAM;Tameside;County
GB;TAY;Tayside Region;County
GB;TFW;Telford and Wrekin;County
GB;THR;Thurrock;County
GB;TOB;Torbay;County
GB;TOF;Torfaen [Tor-faen];County
GB;TRF;Trafford;County
GB;TWH;Tower Hamlets;County
GB;TWR;Tyne and Wear;County
GB;VGL;Vale of Glamorgan; The [Bro Morgannwg GB-BMG];County
GB;WAR;Warwickshire;County
GB;WBK;West Berkshire;County
GB;WDU;West Dunbartonshire;County
GB;WFT;Waltham Forest;County
GB;WGM;West Glamorgan;County
GB;WGN;Wigan;County
GB;WIL;Wiltshire;County
GB;WIS;Western Isles;County
GB;WKF;Wakefield;County
GB;WLL;Walsall;County
GB;WLN;West Lothian;County
GB;WLS;Wales [Cymru GB-CYM];First-Level Division
GB;WLV;Wolverhampton;County
GB;WMD;West Midlands;County
GB;WND;Wandsworth;County
GB;WNM;Windsor and maidenhead;County
GB;WOK;Wokingham;County
GB;WOR;Worcestershire;County
GB;WRL;Wirral;County
GB;WRT;Warrington;County
GB;WRX;Wrexham [Wrecsam GB-WRC];County
GB;WSM;Westminster;County
GB;WSX;West Sussex;County
GB;WYK;West Yorkshire;County
GB;YOR;York;County
GB;ZET;Shetland Islands;County
