GB;;.UNITED KINGDOM;;;;;;;;
GB;ASB;Abbots Bromley;Abbots Bromley;STS;--3-----;RL;0201;;5249N 00153W;
GB;ABB;Abbots Langley;Abbots Langley;HRT;--3-----;AF;9804;;;
GB;AOM;Abbots Morton;Abbots Morton;WOR;--3-----;RL;0501;;5211N 00157W;
GB;ABS;Aber Sôch (Abersoch);Aber Soch (Abersoch);GWN;1-3-----;AA;0701;;5249N 00430W;
GB;ABA;Aberaeron;Aberaeron;DFD;1-3-----;AF;9811;;;
GB;AOD;Aberbargoed;Aberbargoed;CAY;-23-----;RL;0701;;5142N 00313W;
GB;AEG;Aberbeeg;Aberbeeg;;-23--6--;AQ;0601;;5143N 00310W;
GB;ABC;Abercarn;Abercarn;CAY;-23-----;RL;0701;;5139N 00308W;
GB;ARC;Abercastle;Abercastle;PEM;1-3-----;AA;0701;;5157N 00507W;
GB;ACF;Abercraf;Abercraf;POW;--3--6--;AQ;0601;;5148N 00342W;
GB;ACY;Abercynon;Abercynon;MGM;--3-----;RL;0201;;5138N 00319W;
GB;ABE;Aberdare;Aberdare;POW;--3-----;AF;9511;;;
GB;ADR;Aberdaron;Aberdaron;GWN;1-3-----;AA;0701;;5248N 00443W;
GB;ABD;Aberdeen;Aberdeen;GMP;1--4----;AF;9511;ABZ;;
GB;AYD;Aberdour;Aberdour;FIF;123-----;AA;0701;;5603N 00317W;@Fun@Sta@Sub@Coo
GB;ABF;Aberdyfi (Aberdovey);Aberdyfi (Aberdovey);GWN;123-----;AA;0701;;5233N 00402W;
GB;AFY;Aberfeldy;Aberfeldy;PKN;--3-----;RL;0701;;5637N 00351W;
GB;AGY;Abergavenny;Abergavenny;GNT;--3-----;AF;9808;;;
GB;AEE;Abergele;Abergele;CWY;123-----;RL;0701;;5317N 00335W;
GB;ABL;Aberlour;Aberlour;MRY;-23-----;RL;0701;;5728N 00313W;@Fun@Sub@Coo
GB;ABM;Abermule;Abermule;POW;--3-----;RL;0407;;5232N 00314W;
GB;ATE;Abernyte;Abernyte;TAY;--3-----;RL;0201;;5628N 00312W;
GB;ABT;Abertillery;Abertillery;GNT;-23-----;AF;9804;;;
GB;AYW;Aberystwyth;Aberystwyth;CGN;123-----;AA;0701;;5225N 00405W;@Fun@Sta@Sub@Coo
GB;AGN;Abingdon;Abingdon;OXF;--34----;AF;9511;ABB;;
GB;ABN;Abington;Abington;NTH;--3-----;AF;9704;;;
GB;ABY;Aboyne;Aboyne;GMP;--3-----;AF;9704;;;
GB;ABG;Abridge;Abridge;ESS;--3-----;AF;9811;;;
GB;ACR;Accrington;Accrington;LAN;--3-----;AF;9511;;;
GB;AHN;Achnacroish;Achnacroish;AGB;1-3-----;AA;0701;;5630N 00529W;
GB;ACK;Ackworth;Ackworth;WYK;--3-----;AF;9511;;;
GB;ACL;Acle;Acle;NFK;-23-----;RL;0307;;5238N 00133E;
GB;ACG;Acocks Green/Birmingham;Acocks Green/Birmingham;WMD;--3-----;RL;0201;;5226N 00149W;
GB;ACN;Acton;Acton;GTL;--3-----;AF;9704;;;
GB;ACT;Acton Grange;Acton Grange;CHS;0-------;AF;9511;;;
GB;ATL;Acton Turville;Acton Turville;GLS;--3--6--;RQ;0607;;5131N 00216W;
GB;ATO;Acton; Sudbury;Acton; Sudbury;SFK;--3-----;RL;0501;;5204N 00045E;
GB;ADA;Adbaston;Adbaston;STS;--3-----;RL;0201;;5250N 00221W;
GB;ADY;Adderbury;Adderbury;OXF;--3-----;AF;9511;;;
GB;ADW;Addiewell;Addiewell;LTN;--3-----;RL;0201;;5550N 00337W;
GB;ADD;Addingham;Addingham;WYK;--3-----;AF;9511;;;
GB;ADI;Addington;Addington;KEN;--3-----;AF;9811;;;
GB;ADN;Addlestone;Addlestone;SRY;--3-----;AF;9704;;;
GB;ADL;Adlington;Adlington;LAN;--3-----;AF;9511;;;
GB;AKS;Adwick le Street;Adwick le Street;DNC;--3--6--;RL;0607;;5334N 00111W;
GB;AFT;Afriston;Afriston;ESX;--3-----;RL;0307;;5048N 00009E;
GB;AGH;Aghadowey;Aghadowey;CLR;--3-----;RL;0207;;5501N 00640W;
GB;AWR;Ailsworth;Ailsworth;CAM;--3-----;AF;9704;;;
GB;AIN;Aintree;Aintree;MSY;--3-----;AF;9511;;;
GB;AMR;Aird Ma Ruibhe;Aird Ma Ruibhe;AGB;1-3-----;AA;0701;;5742N 00711W;
GB;ADM;Aird Mhor (Ardmhor);Aird Mhor (Ardmhor);ELS;1-3-----;AA;0701;;5701N 00725W;
GB;AIR;Airdrie;Airdrie;STD;--3-----;AF;9511;;;
GB;AII;Airlie;Airlie;TAY;--3-----;RL;0307;;5638N 00306W;
GB;AIT;Aith;Aith;ZET;1-3-----;AA;0701;;6017N 00123W;
GB;ABO;Albourne;Albourne;WSX;--3-----;RL;0201;;5056N 00011W;
GB;ACS;Alcester;Alcester;WAR;--3-----;AF;9511;;;
GB;ALY;Alconbury;Alconbury;CAM;--34----;AF;9511;AYH;;
GB;ABH;Aldborough;Aldborough;NFK;--3-----;RL;0701;;5252N 00115E;
GB;ADB;Aldbourne;Aldbourne;WIL;--3-----;AF;9907;;;
GB;ALU;Aldbury;Aldbury;HRT;--3-----;RL;0201;;5148N 00036W;
GB;ALB;Aldeburgh;Aldeburgh;SFK;1-3-----;AF;9811;;;
GB;ALH;Aldenham;Aldenham;HRT;--3--6--;AQ;0601;;5140N 00021W;
GB;ALE;Alderley Edge;Alderley Edge;CHS;--3-----;AF;9704;;;
GB;ALR;Aldermaston;Aldermaston;WBK;--3-----;AF;0507;;5122N 00109W;
GB;AER;Alderminster;Alderminster;WAR;--3-----;RL;0701;;5208N 00140W;
GB;ALD;Aldershot;Aldershot;HAM;--3-----;AF;9511;;;
GB;ADH;Aldham;Aldham;ESS;--3-----;RL;0701;;5154N 00047E;
GB;ADT;Aldington;Aldington;KEN;--3--6--;RQ;0607;;5105N 00056E;
GB;ADG;Aldridge;Aldridge;WMD;--3-----;AF;9511;;;
GB;ALX;Alexandria;Alexandria;;--3-----;AF;0212;;5559N 00436W;
GB;ABX;Alford;Alford;LIN;--3-----;RL;0201;;5315N 00011E;
GB;AFO;Alford;Alford;ABD;--3-----;RL;0701;;5714N 00243W;@Sta@Coo
GB;ALF;Alfreton;Alfreton;DBY;--3-----;AF;9511;;;
GB;ASE;Allestree;Allestree;DBY;--3-----;AF;9907;;;
GB;ALL;Alloa;Alloa;CLK;123-----;AA;0701;;5607N 00347W;@Fun@Sta@Coo
GB;AOY;Almondsbury;Almondsbury;SGC;--3-----;RL;0701;;5133N 00234W;
GB;ASS;Alness;Alness;HLD;-23-----;RL;0701;;5742N 00415W;
GB;ALM;Alnmouth;Alnmouth;NBL;1-3-----;AF;9811;;;
GB;ALW;Alnwick;Alnwick;NBL;--3-----;AF;9511;;;
GB;APN;Alperton;Alperton;BEN;--3--6--;RL;0507;;5132N 00017W;
GB;APH;Alphington;Alphington;DVV;--3-----;RQ;0607;;5042N 00331W;
GB;ALG;Alsager;Alsager;CHS;--3-----;AF;9511;;;
GB;ALS;Alston;Alston;CMA;--3-----;AF;9511;;;
GB;AHM;Altham;Altham;LAN;--3-----;RL;0201;;5347N 00220W;
GB;ALN;Alton;Alton;HAM;--3-----;AF;9511;;;
GB;ACM;Altrincham;Altrincham;GTM;--3-----;AF;9511;;;
GB;ALA;Alva;Alva;CLK;--3-----;AF;0507;;5609N 00348W;
GB;AVL;Alveley;Alveley;SHR;1-------;AF;9704;;;
GB;ALV;Alveston;Alveston;SGC;--3-----;AF;0501;;5135N 00231W;
GB;ALT;Alyth;Alyth;PKN;--3-----;RL;0701;;5637N 00313W;
GB;AMG;Ambergate;Ambergate;DBY;-23-----;AF;9704;;;
GB;AMB;Amble;Amble;NBL;1-------;AF;9511;;;
GB;AML;Ambleside;Ambleside;CMA;1-3-----;AF;9811;;;
GB;AME;Amersham;Amersham;BKM;--3-----;AF;9511;;;
GB;AMS;Amesbury;Amesbury;WIL;--3-----;AF;9704;;;
GB;AMW;Amlwch;Amlwch;AGY;123-----;AA;0701;;5325N 00421W;@Fun@Sta@Sub@Coo
GB;AMM;Ammanford;Ammanford;DFD;--3-----;AF;0212;;5148N 00400W;
GB;AMP;Ampthill;Ampthill;BDF;--3-----;RL;0201;;5202N 00030W;
GB;ANA;Anasuria;Anasuria;SCT;1-----7-;RQ;0401;;5715N 00048E;
GB;AVR;Andover;Andover;HAM;--34----;AF;9511;ADV;;
GB;ANB;Anlaby;Anlaby;;--3-----;RL;0307;;5344N 00026W;
GB;ANG;Annalong;Annalong;NYM;1-3-----;AA;0701;;5406N 00554W;@Fun@Sta
GB;ANN;Annan;Annan;DGY;123-----;AA;0701;;5459N 00316W;@Fun@Sta@Coo
GB;ANW;Annesley Woodhouse;Annesley Woodhouse;NTT;-23-----;AF;9704;;;
GB;ANS;Anstruther;Anstruther;FIF;1-3-----;AA;0701;;5613N 00242W;
GB;ATY;Ansty;Ansty;WSX;--3--6--;RL;0601;;5100N 00010W;
GB;ANT;Antrim;Antrim;ANT;--3-----;AF;9511;;;
GB;API;Appin;Appin;AGB;1-3-----;RL;0701;;5634N 00521W;
GB;AZV;Appleby;Appleby;CMA;--3-----;RL;0201;;5434N 00229W;
GB;APP;Appledore;Appledore;;1-------;AF;0212;;5103N 00412W;
GB;APL;Appleton;Appleton;OXF;--3-----;AF;9704;;;
GB;APT;Appleton Thorn;Appleton Thorn;CHS;--3-----;RL;0201;;5320N 00232W;
GB;ABR;Appley Bridge;Appley Bridge;LAN;--3-----;AF;9511;;;
GB;AOE;Arboe (Ardboe);Arboe (Ardboe);CKT;--3-----;RL;0701;;5438N 00633W;
GB;ARB;Arbroath;Arbroath;TAY;1-------;AF;9511;;;
GB;ARS;Ardersier;Ardersier;HLD;--3-----;AF;9511;;5734N 00402W;
GB;ADF;Ardfern;Ardfern;AGB;1-3-----;AA;0701;;5611N 00532W;
GB;AGL;Ardglass;Ardglass;DOW;1-3-----;AA;0701;;5416N 00537W;
GB;AGU;Ardgour;Ardgour;HLD;1-3-----;AA;0701;;5643N 00515W;
GB;RDY;Ardley;Ardley;OXF;-23-----;RL;0701;;5156N 00113W;
GB;AMH;Ardmaleish;Ardmaleish;AGB;1-3-----;AA;0701;;5552N 00505W;
