PL;;.POLAND;;;;;;;;
PL;ADJ;Adamów;Adamow;;--3-----;RL;0401;;5116N 02306E;
PL;ALK;Aleksandrów Kujawski;Aleksandrow Kujawski;;--3-----;RL;0212;;5252N 01841E;
PL;AWL;Aleksandrów Lodzki;Aleksandrow Lodzki;;--3--6--;RL;0507;;5149N 01918E;
PL;ADC;Andrychów;Andrychow;;--3-----;RL;0201;;4951N 01920E;
PL;AUG;Augustów;Augustow;;-23-----;RL;0307;;5351N 02300E;
PL;BMS;Babimost;Babimost;;-234----;RL;0701;;5210N 01550E;
PL;BWE;Backowice;Backowice;;--3-----;RL;0701;;5048N 02114E;
PL;BNO;Banino;Banino;;--3-----;RQ;0101;;;
PL;BNH;Baniocha;Baniocha;;--3--6--;RQ;0607;;5201N 02107E;
PL;BAO;Baranowo;Baranowo;;--3-----;RL;0701;;5310N 02118E;
PL;BCO;Barczewo;Barczewo;;-23-----;RL;0701;;5350N 02042E;
PL;BLK;Barlinek;Barlinek;;--3-----;RL;0201;;5259N 01512E;
PL;BAR;Bartoszyce;Bartoszyce;;--3-----;RQ;9501;;;
PL;PBD;Bedzin;Bedzin;;--3-----;RL;0307;;5019N 01907E;
PL;BED;Bedzino;Bedzino;;--3-----;RL;0212;;5413N 01559E;
PL;BTW;Belchatów;Belchatow;;--3-----;RL;0201;;5122N 01923E;
PL;BDZ;Belsk Duzy;Belsk Duzy;;-23-----;RL;0701;;5150N 02049E;
PL;BEL;Belzyce;Belzyce;;--3-----;RL;0212;;5111N 02217E;
PL;BID;Biadoliny;Biadoliny;;--3-----;RQ;0607;;4959N 02045E;
PL;BAP;Biala Podlaska;Biala Podlaska;;--3-----;RL;0201;;5202N 02308E;
PL;BZO;Bialaczów;Bialaczow;;--3--6--;RL;0601;;5118N 02018E;
PL;BAB;Biale Blota;Biale Blota;;-23-----;RL;0701;;5306N 01756E;
PL;BOG;Bialogard;Bialogard;;-23-----;RL;0701;;5401N 01559E;
PL;BIA;Bialystok;Bialystok;;--3-----;RQ;9501;;;
PL;BYW;Bielany Wroclawskie;Bielany Wroclawskie;;--3-----;RL;0201;;5102N 01658E;
PL;BLW;Bielawa;Bielawa;;--3-----;RL;0401;;5041N 01637E;
PL;BLS;Bielsk Podlaski;Bielsk Podlaski;;--3-----;RQ;9705;;;
PL;BIB;Bielsko-Biala;Bielsko-Biala;;--3-----;RQ;9501;;;
PL;BST;Bierun Stary;Bierun Stary;;-23-----;RL;0601;;5006N 01906E;
PL;BRT;Bierutów;Bierutow;;-23-----;RL;0701;;5107N 01733E;@Fun@Sta@Coo
PL;BOJ;Bilgoraj;Bilgoraj;;-23-----;RL;0701;;5032N 02244E;
