GR;;.GREECE;;;;;;;;
GR;ACL;Achladi;Achladi;;1-------;AI;9601;;;
GR;AMS;Adhamas;Adhamas;;--3-----;RL;9811;;;
GR;AEG;Aegina;Aegina;;--3-----;RQ;9501;;;
GR;KIA;Afídhnai;Afidhnai;;--3-----;RL;0601;;3813N 02350E;
GR;AGN;Agathonisi;Agathonisi;;1-------;RL;0407;;3727N 02658E;
GR;AEF;Agia Efimia;Agia Efimia;;1-------;AI;9812;;;
GR;AGM;Agia Marina;Agia Marina;;1-------;AI;9601;;;
GR;APE;Agía Pelagía;Agia Pelagia;;1-------;AI;0212;;3620N 02259E;
GR;AGI;Agía Triás;Agia Trias;;--3-----;RQ;0212;;4030N 02252E;
GR;AGT;Agio Theodoroi;Agio Theodoroi;;1-34----;AI;0207;;3755N 02307E;
GR;AGK;Agiokampos Larissas;Agiokampos Larissas;;1-------;AI;0407;;3941N 02253E;
GR;AOS;Ágios Athanásios;Agios Athanasios;;1-------;RQ;0407;;;
GR;AGO;Ágios Efstrátios;Agios Efstratios;;1-------;AI;0407;;3931N 02500E;
GR;GRA;Agios Ioannis Rentis;Agios Ioannis Rentis;;123-----;RL;0407;;3757N 02340E;
GR;AKI;Agios Kírykos;Agios Kirykos;;1-------;AI;0212;;3735N 02614E;
GR;AKO;Agios Konstantínos;Agios Konstantinos;;1-------;AI;0212;;3748N 02649E;
GR;ANI;Agios Nikólaos; Kríti;Agios Nikolaos; Kriti;;1-------;AI;0212;;3511N 02543E;
GR;AGP;Agios Pávlos;Agios Pavlos;;--3-----;RL;0212;;4038N 02258E;
GR;AGS;Agios Stefanos;Agios Stefanos;;0-------;RQ;9307;;;
GR;AGG;Agistri Aiginas;Agistri Aiginas;;1-------;AI;0407;;3743N 02321E;
GR;AGA;Agriá;Agria;;-23-----;RL;0212;;3920N 02300E;
GR;AGQ;Agrinion;Agrinion;;--3-----;AI;0607;;3838N 02125E;
GR;ADO;Áhdendron;Ahdendron;;-23-----;RL;0501;;4040N 02236E;
GR;EGA;Aiyaleo;Aiyaleo;;--3-----;RL;0601;;3759N 02341E;
GR;AIY;Aíyion;Aiyion;;--3-----;RL;0307;;3815N 02205E;
GR;ACH;Akharnaí;Akharnai;;123-----;RL;0501;;3805N 02344E;
GR;ZPI;Akra Zéfiros;Akra Zefiros;;--3-----;RL;0212;;3640N 02428E;
GR;ALX;Alexándria;Alexandria;;--3-----;RL;0201;;4037N 02226E;
GR;AXD;Alexandroúpolis;Alexandroupolis;;--34----;RL;0212;;4051N 02552E;
GR;ALI;Alíartos;Aliartos;;--3-----;RL;0212;;3822N 02306E;
GR;AIO;Alimos;Alimos;;--3-----;RQ;0002;;;Almiros?
GR;LVR;Aliverio;Aliverio;;1-------;AI;0001;;;
GR;ALV;Alivérion;Aliverion;;--3-----;RL;0212;;3825N 02402E;
GR;ALM;Almiros;Almiros;;--3-----;RQ;9501;;;
GR;ALO;Alónnisos;Alonnisos;;1-------;AI;0212;;3909N 02351E;
GR;ATS;Altsi;Altsi;;--3-----;RQ;9811;;;
GR;APL;Amaliápolis;Amaliapolis;;1-3-----;RL;0607;;3910N 02253E;
GR;AMA;Amaliás;Amalias;;--3-----;RL;0212;;3748N 02121E;
GR;ABO;Ambelókipoi;Ambelokipoi;;--3-----;RL;0307;;4028N 02118E;
GR;AMF;Amfilochía;Amfilochia;;1-------;AI;0212;;3852N 02110E;
GR;AMP;Amfissa;Amfissa;;--3-----;RL;0212;;3832N 02223E;
GR;AMY;Amíndaion;Amindaion;;-23-----;RL;0501;;4041N 02141E;
GR;AMI;Amolianí;Amoliani;;1-------;AI;0212;;4020N 02355E;
GR;AMO;Amorgós;Amorgos;;--3-----;RL;0212;;3650N 02554E;
GR;ANA;Anáfi;Anafi;;1-------;AI;0407;;3621N 02546E;
GR;ANT;Andírrion;Andirrion;;1-------;AI;0212;;3820N 02146E;
GR;AND;Andros;Andros;;1-------;AI;0212;;3750N 02456E;
GR;AHS;Ankhíalos;Ankhialos;;123-----;RL;0601;;4043N 02247E;
GR;ATK;Antikyra;Antikyra;;1-------;AI;9601;;;
GR;ANP;Antiparos;Antiparos;;1-------;AI;9812;;;
GR;SIF;Apollonía;Apollonia;;1-------;AI;0212;;3658N 02443E;
GR;APS;Apsalos;Apsalos;;--3-----;RL;0212;;4054N 02203E;
GR;ARE;Areópolis;Areopolis;;--3-----;RL;0201;;3639N 02223E;
GR;ARG;Argos (Argolis);Argos (Argolis);;1-3-----;RL;9805;;;
GR;ARM;Argostólion;Argostolion;;1-------;AI;0212;;3811N 02029E;
GR;ARI;Aridaía;Aridaia;;--3-----;RL;0212;;4058N 02203E;
GR;ARK;Arkítsa;Arkitsa;;1-3-----;AI;0407;;3845N 02302E;
GR;ARN;Arnaía;Arnaia;;--3-----;RL;0601;;4030N 02336E;
GR;ART;Árta;Arta;;--3-----;RL;0201;;3908N 02059E;
GR;ASO;Asopós;Asopos;;--3-----;RL;0212;;3644N 02252E;
GR;ASP;Áspra Spítia;Aspra Spitia;;--3-----;RL;0401;;3823N 02238E;
GR;ASS;Aspropirgos;Aspropirgos;;--3-----;RQ;9501;;;
GR;APV;Asproválta;Asprovalta;;1-3-----;RL;0601;;4043N 02342E;
