CZ;;.CZECH REPUBLIC;;;;;;;;
CZ;AMV;Adamov;Adamov;;--3-----;RL;0201;;4919N 01640E;
CZ;ASA;As;As;;-23----B;AA;9701;;;
CZ;BAJ;Bakov nad Jizerou;Bakov nad Jizerou;;-23-----;RL;0407;;5029N 01456E;
CZ;BAN;Bánov;Banov;;--3-----;AA;0212;;4859N 01743E;
CZ;BPB;Belá pod Bezdezem;Bela pod Bezdezem;;--3-----;RL;0212;;5030N 01448E;
CZ;BNJ;Benátky nad Jizerou;Benatky nad Jizerou;;-23-----;RL;0401;;5017N 01450E;
CZ;BEN;Benesov;Benesov;;-23-----;AA;9509;;;
CZ;BER;Beroun;Beroun;;-23-----;AA;9509;;;
CZ;BZN;Bezno;Bezno;;--3-----;RL;0601;;5022N 01447E;
CZ;BIL;Bila;Bila;;--3----B;AA;9701;;;
CZ;BLC;Bilcice;Bilcice;;--3-----;RQ;0607;;4952N 01734E;
CZ;BLN;Bílina;Bilina;;123-----;RL;0601;;5033N 01346E;
CZ;BIO;Bílovec;Bilovec;;-23-----;RL;0701;;4946N 01802E;
CZ;BIP;Bily Potok;Bily Potok;;--3----B;AA;9701;;;
CZ;BLA;Blansko;Blansko;;-23-----;AA;9509;;;
CZ;BTA;Blatná;Blatna;;-23-----;RL;0701;;4926N 01353E;
CZ;BHD;Bohdanec;Bohdanec;;--3-----;RQ;0607;;;
CZ;BOH;Bohumin;Bohumin;;-23----B;AA;9701;;;
CZ;BVE;Bohunovice;Bohunovice;;-23-----;RL;0601;;4940N 01717E;
CZ;BOL;Bolatice;Bolatice;;1-3-----;RQ;0607;;;
CZ;BOR;Bor u Tachova;Bor u Tachova;;-23-----;AA;9509;;;
CZ;BTC;Boretice;Boretice;;1-3-----;RQ;0607;;;
CZ;BOV;Borovany;Borovany;;-23-----;RL;0701;;4855N 01440E;@Fun@Sta@Coo
CZ;BDA;Bozí Dar;Bozi Dar;;-2------;RL;0212;;5025N 01254E;
CZ;BNL;Brandys nad Labem;Brandys nad Labem;;--3-----;RL;0212;;5011N 01440E;
CZ;BUO;Branka;Branka;;--3-----;RL;0601;;4953N 01752E;
CZ;BVC;Brankovice;Brankovice;;-23-----;RL;0701;;4909N 01709E;
CZ;BVA;Breclav;Breclav;;-23-5---;AA;9701;;;
CZ;BZI;Brezí;Brezi;;--3-----;RL;0407;;5039N 01407E;
CZ;DBZ;Brezník;Breznik;;--3-----;RL;0201;;4910N 01612E;
CZ;BRE;Brezova;Brezova;;--3----B;AA;9701;;;
CZ;BDI;Bridlicna;Bridlicna;;--3-----;RL;0701;;4955N 01722E;@Fun@Sta@Coo
CZ;BRQ;Brno;Brno;;-2345---;AA;9606;;;
CZ;BRM;Broumov;Broumov;;--3----B;AA;9701;;;
CZ;BBY;Brumov-Bylnice;Brumov-Bylnice;;--3-----;RQ;0607;;4906N 01801E;
CZ;BNT;Bruntál;Bruntal;;--3-----;RL;0601;;4959N 01727E;
CZ;BCV;Bucovice;Bucovice;;--3-----;RL;0307;;4909N 01700E;
CZ;BUD;Budinek;Budinek;;--3-----;RL;0701;;4945N 01412E;@Sta@Coo
CZ;BUS;Bustehrad;Bustehrad;;-23-----;RL;0701;;5010N 01411E;
CZ;BYN;Bynov;Bynov;;-23-----;RL;0701;;5046N 01409E;
CZ;BPH;Bystrice;Bystrice;;--3-----;RL;0201;;4938N 01844E;
CZ;BYP;Bystrice pod Hostýnem;Bystrice pod Hostynem;;-23--6--;RL;0407;;4924N 01741E;
CZ;BZC;Bzenec;Bzenec;;-23-----;RL;0207;;4858N 01717E;
CZ;CAS;Castolovice;Castolovice;;--3-----;RL;0507;;5008N 01611E;
CZ;CLK;Celákovice;Celakovice;;-23-----;RN;0501;;5010N 01446E;
CZ;CNL;Cerekvice nad Loucnou;Cerekvice nad Loucnou;;-23-----;RL;0701;;4954N 01614E;
CZ;CNI;Cernice;Cernice;;--3-----;RL;0701;;5034N 01332E;
CZ;CNZ;Cernozice;Cernozice;;--3-----;RL;0601;;5019N 01552E;
CZ;CNC;Cernuc;Cernuc;;--3-----;RL;0507;;5018N 01412E;
CZ;CVJ;Cervené Janovice;Cervene Janovice;;--3-----;RL;0212;;4950N 01515E;
CZ;CVY;Cervený Kostelec;Cerveny Kostelec;;--3-----;RL;0207;;5029N 01605E;
CZ;CEK;Ceská Kubice;Ceska Kubice;;-2-----B;AA;0212;;4922N 01251E;
CZ;CLI;Ceská Lípa;Ceska Lipa;;-23-----;AA;0212;;5041N 01433E;
CZ;CSK;Ceská Skalice;Ceska Skalice;;-23-----;RL;0701;;5024N 01603E;@Fun@Sta@Coo
CZ;CTR;Ceská Trebová;Ceska Trebova;;-23-----;AA;0212;;4954N 01627E;
CZ;CKB;Ceské Budejovice;Ceske Budejovice;;-23-5---;AA;0212;;4859N 01428E;
CZ;CKP;Ceské Kopisty;Ceske Kopisty;;-23-----;RN;0501;;5032N 01410E;
CZ;CEM;Ceské Mezirící;Ceske Mezirici;;-23-----;RL;0701;;5017N 01603E;
CZ;VEA;Ceské Velenice;Ceske Velenice;;-23----B;AA;0212;;4846N 01458E;
CZ;CSB;Cesky Brod;Cesky Brod;;--3-----;RL;0212;;5005N 01452E;
CZ;CKR;Cesky Krumlov;Cesky Krumlov;;-23-----;AA;0212;;4849N 01419E;
CZ;TEA;Cesky Tesín;Cesky Tesin;;-23----B;AA;0212;;4945N 01837E;
CZ;CCE;Cestlice;Cestlice;;--3-----;RL;0201;;4959N 01434E;
CZ;CHB;Cheb;Cheb;;-23-5---;AA;9509;;;
CZ;CLM;Chlum;Chlum;;-23-----;RL;0701;;4851N 01355E;
CZ;CCN;Chocen;Chocen;;123-----;RL;0501;;5000N 01614E;
CZ;CHO;Chodov;Chodov;;--3--6--;RL;0407;;4925N 01249E;
CZ;CPL;Chodová Planá;Chodova Plana;;-23-----;RL;0601;;4953N 01244E;
CZ;CHM;Chomutov;Chomutov;;-23-----;AA;9701;;;
CZ;CBO;Chotebor;Chotebor;;-23-----;RL;0701;;4943N 01541E;
CZ;CHT;Chotebuz;Chotebuz;;--3----B;AA;9701;;;
CZ;CHS;Chrast;Chrast;;--3-----;RL;0701;;4954N 01558E;
CZ;CUL;Chrastava;Chrastava;;123-----;RL;0601;;5049N 01458E;
CZ;CPY;Chropyne;Chropyne;;--3-----;RL;0701;;4921N 01722E;
CZ;CHR;Chrudim;Chrudim;;-23-----;AA;9509;;;
CZ;CHU;Chudobín;Chudobin;;1-3-----;RL;0601;;4934N 01616E;
CZ;CHV;Chvaletice;Chvaletice;;--3-----;RN;0501;;5002N 01525E;
CZ;CCA;Cínovec;Cinovec;;--3----B;AA;0212;;5044N 01346E;
CZ;CHY;Ckyne;Ckyne;;--3-----;RL;0701;;4908N 01321E;
CZ;DCI;Dacice;Dacice;;--3-----;RQ;0607;;;
CZ;DLC;Dalecín;Dalecin;;--3-----;RL;0307;;4936N 01615E;
CZ;DVI;Dalovice;Dalovice;;--3--6--;RL;0507;;5015N 01254E;
CZ;DCB;Decín;Decin;;123-5---;AA;0212;;5047N 01413E;
CZ;DIV;Divisov;Divisov;;1-3--6--;RL;0307;;4947N 01453E;
CZ;DKE;Dobkovice;Dobkovice;;-23-----;RL;0601;;5042N 01410E;
CZ;DBY;Dobrany;Dobrany;;-23-----;RL;0601;;4939N 01317E;
CZ;DJE;Dobrejovice;Dobrejovice;;--3-----;RL;9811;;;
CZ;DRS;Dobris;Dobris;;123--6--;RL;0601;;4947N 01410E;
CZ;DLN;Dolany;Dolany;;--3-----;RN;0501;;5013N 01421E;
CZ;DBV;Dolní Becva;Dolni Becva;;--3-----;RL;0601;;4927N 01811E;
CZ;DOB;Dolní Benesov;Dolni Benesov;;123-----;RL;0601;;4955N 01807E;
CZ;BBE;Dolní Berkovice;Dolni Berkovice;;123-----;RL;0601;;5023N 01426E;
CZ;DBO;Dolní Bojanovice;Dolni Bojanovice;;--3-----;RL;0701;;4851N 01702E;
CZ;DCE;Dolní Cetno;Dolni Cetno;;-23-----;RL;0601;;5024N 01449E;
CZ;DDA;Dolní Dvoriste;Dolni Dvoriste;;--3----B;AA;0212;;4839N 01427E;
CZ;DKN;Dolní Kalná;Dolni Kalna;;--3-----;RL;0601;;5032N 01539E;
CZ;DOL;Dolní Lhota;Dolni Lhota;;1-3-----;RL;0601;;4908N 01749E;
CZ;DLI;Dolní Lipka;Dolni Lipka;;--3----B;AA;0212;;5006N 01643E;
CZ;DOM;Domazlice;Domazlice;;-23-----;AA;9509;;;
CZ;DSY;Drisy;Drisy;;--3--6--;RQ;0607;;5014N 01439E;
CZ;DKV;Drzkov;Drzkov;;123-----;RL;0601;;5041N 01519E;
CZ;DBI;Dubi;Dubi;;--3-----;AA;9509;;;
CZ;DBN;Dubnice;Dubnice;;--3-----;RL;0701;;5043N 01449E;
CZ;DUC;Duchcov;Duchcov;;--3-----;RL;0201;;5036N 01345E;
CZ;DVK;Dvur Králové nad Labem;Dvur Kralove nad Labem;;-23-----;AA;0212;;5026N 01549E;
CZ;DYM;Dymokury;Dymokury;;--3-----;RL;0507;;5014N 01511E;
CZ;DYY;Dysina;Dysina;;--3-----;RL;0212;;4946N 01329E;
CZ;EJP;Ejpovice;Ejpovice;;-23-----;RL;0407;;4945N 01331E;
CZ;FOL;Folmava;Folmava;;--3----B;AA;9701;;;
CZ;FRT;Frenstát pod Radhostem;Frenstat pod Radhostem;;--3-----;RL;0201;;4932N 01812E;
CZ;FRM;Frydek-Místek;Frydek-Mistek;;-23-----;AA;0212;;4941N 01820E;
CZ;FRY;Frydlant;Frydlant;;-23-----;AA;9509;;;
CZ;GOL;Golcuv Jeníkov;Golcuv Jenikov;;-23-----;RL;0601;;4949N 01529E;
CZ;GGV;Grygov;Grygov;;-23-----;RL;0701;;4933N 01719E;
CZ;HTA;Habartice;Habartice;;--3-----;RL;0207;;5100N 01504E;
