LA;;.LAO PEOPLE'S DEMOCRATIC REPUBLIC;;;;;;;;
LA;AOU;Attopeu;Attopeu;;---4----;AI;0001;;;
LA;OUI;Ban Houei;Ban Houei;;---4----;AI;0001;;;
LA;HOE;Houeisay;Houeisay;;---4----;AI;0001;;;
LA;KOG;Khong;Khong;;---4----;AI;0001;;;
LA;LXG;Luang Namtha;Luang Namtha;;---4----;AI;0001;;;
LA;LPQ;Luang Prabang;Luang Prabang;;---4----;AI;0001;;;
LA;UON;Muong Sai;Muong Sai;;---4----;AI;0001;;;
LA;ODY;Oudomxay;Oudomxay;;---4----;AI;0001;;;
LA;PKS;Paksane;Paksane;;---4----;AI;0001;;;
LA;PKZ;Pakxe;Pakxe;;--34----;AI;9901;;;
LA;NEU;Sam Neua;Sam Neua;;---4----;AI;0001;;;
LA;VNA;Saravane;Saravane;;---4----;AI;0001;;;
LA;SAV;Savannakhét;Savannakhet;;--3-----;RL;0212;ZVK;1633N 10445E;
LA;ZBY;Sayaboury;Sayaboury;;---4----;AI;0001;;;
LA;SND;Seno;Seno;;---4----;AI;0001;;;
LA;THK;Thakhek;Thakhek;;---4----;AI;0001;;;
LA;THG;Thanaleng;Thanaleng;;--3-----;RQ;0207;;;
LA;TLE;Thanalouang;Thanalouang;;--3-----;RL;0201;;2043N 10212E;
LA;UDO;Udomxay;Udomxay;;---4----;AI;0001;;;
LA;VGG;Vangrieng;Vangrieng;;---4----;AI;0001;;;
LA;VAN;Vangtoud;Vangtoud;;--3-----;RL;9805;;;
LA;VNG;Viengxay;Viengxay;;---4----;AI;0001;;;
LA;VTE;Vientiane;Vientiane;;---45---;AI;9601;;;
LA;XAY;Xayabury;Xayabury;;---4----;AI;0001;;;
LA;XKH;Xieng Khouang;Xieng Khouang;;---4----;AI;0001;;;
LA;XIE;Xienglom;Xienglom;;---4----;AI;0001;;;
