GF;;.FRENCH GUIANA;;;;;;;;
GF;CAY;Cayenne;Cayenne;;1--45---;AI;9506;;;
GF;DDC;Dégrad des Cannes;Degrad des Cannes;;1-------;RL;0212;;0451N 05216W;
GF;QKR;Kourou;Kourou;;1--45---;AF;9506;;;
GF;LVT;Le Larivot;Le Larivot;;0-------;RL;9811;;;
GF;MPY;Maripasoula;Maripasoula;;---4----;AI;0001;;;
GF;REI;Regina;Regina;;---4----;AI;0001;;;
GF;OYP;Saint Georges de l'Oyapock;Saint Georges de l'Oyapock;;---4----;AI;0212;;;
GF;XAU;Saul;Saul;;---4----;AI;0001;;;
GF;SMY;Sinnamary;Sinnamary;;--3-----;RL;0501;;0523N 05257W;
GF;SLM;St Laurent du Maroni;St Laurent du Maroni;;--3-----;AF;0212;;0530N 05402W;
