MM;;.MYANMAR;;;;;;;;
MM;AKY;Akyab (Sittwe);Akyab (Sittwe);;1--4----;AI;9401;;;
MM;BPE;Bagan;Bagan;;---4----;AI;0001;;;
MM;BSX;Bassein;Bassein;;1--4----;AI;9601;;;
MM;BMO;Bhamo;Bhamo;;---4----;AI;9601;;;
MM;BIL;Bilin;Bilin;;1-------;QQ;8103;;;
MM;BOG;Bogale;Bogale;;1-------;QQ;8103;;;
MM;TVY;Dawe;Dawe;;---4----;AI;0001;;;
MM;GAW;Gangaw;Gangaw;;---4----;AI;9601;;;
MM;GWA;Gwa;Gwa;;---4----;AI;9601;;;
MM;HEN;Heho;Heho;;---4----;QQ;8103;;;
MM;HEB;Henzada;Henzada;;1--4----;AI;9601;;;
MM;HOX;Homalin;Homalin;;---4----;AI;0001;;;
MM;INS;Insein;Insein;;1-------;QQ;8103;;;
MM;KMV;Kalemyo;Kalemyo;;---4----;AI;9601;;;
MM;KAW;Kawthaung;Kawthaung;;---4----;AI;0001;;;
MM;KET;Keng Tung;Keng Tung;;---4----;AI;9601;;;
MM;KHM;Khamti;Khamti;;---4----;AI;0001;;;
MM;KYA;Kyaiklat;Kyaiklat;;1-3-----;RL;0401;;1634N 09547E;
MM;KYP;Kyaukpyu;Kyaukpyu;;1--4----;AI;9601;;;
MM;KYT;Kyauktaw;Kyauktaw;;---4----;AI;9601;;;
MM;LSH;Lashio;Lashio;;---4----;AI;9601;;;
MM;LIW;Loikaw;Loikaw;;---4----;AI;9601;;;
MM;MWQ;Magwe;Magwe;;---4----;AI;9601;;;
MM;MXE;Male;Male;;1-3-----;RL;0101;;;
MM;MGU;Manaung;Manaung;;---4----;AI;0001;;;
MM;MDL;Mandalay;Mandalay;;---4----;AI;9601;;;
MM;MAR;Martaban;Martaban;;1-------;QQ;8103;;;
MM;MNU;Mawlamyine (Moulmein);Mawlamyine (Moulmein);;1--4----;QQ;8103;;;
MM;MER;Mergui;Mergui;;1-------;QQ;8103;;;
MM;MOE;Momeik;Momeik;;---4----;AI;9601;;;
MM;MOG;Mong Hsat;Mong Hsat;;---4----;AI;9601;;;
MM;MGK;Mong Ton;Mong Ton;;---4----;AI;0001;;;
MM;MUR;Murdon;Murdon;;1-------;QQ;8103;;;
MM;MGZ;Myeik;Myeik;;---4----;AI;0001;;;
MM;MYT;Myitkyina;Myitkyina;;---4----;AI;9601;;;
MM;NMS;Namsang;Namsang;;---4----;AI;9601;;;
MM;NMT;Namtu;Namtu;;---4----;AI;0001;;;
MM;NYU;Nyaung-U;Nyaung-U;;---4----;AI;9601;;;
MM;PAA;Pa-An;Pa-An;;---4----;AI;9601;;;
MM;PKK;Pakokku;Pakokku;;---4----;AI;9601;;;
MM;PPU;Papun;Papun;;---4----;AI;9601;;;
MM;PAU;Pauk;Pauk;;---4----;AI;9601;;;
MM;PEG;Pegu;Pegu;;1-------;QQ;8103;;;
MM;PBU;Putao;Putao;;---4----;AI;0001;;;
MM;;Rangoon = Yangon;Rangoon = Yangon;;;;;;;
MM;;Sandoway = Thandwe;Sandoway = Thandwe;;;;;;;
MM;THL;Tachilek;Tachilek;;---4----;AI;0001;;;
MM;TAS;Tah Sala;Tah Sala;;1-------;QQ;8103;;;
MM;TEN;Tanintharyi;Tanintharyi;;1-------;RL;0212;;1205N 09901E;
MM;TAV;Tavoy;Tavoy;;1-------;QQ;8103;;;
MM;TER;Terutao Island;Terutao Island;;1-------;QQ;8103;;;
MM;SNW;Thandwe (ex Sandoway);Thandwe (ex Sandoway);;1--4----;AI;8103;;;
MM;THA;Thaton;Thaton;;1--4----;QQ;8103;;;
MM;TIO;Tilin;Tilin;;---4----;AI;0001;;;
MM;VIC;Victoria Point;Victoria Point;;1-------;QQ;8103;;;
MM;RGN;Yangon;Yangon;;1--45---;AI;9601;;;
MM;XYE;Ye;Ye;;1--4----;AI;9601;;;
