GP;;.GUADELOUPE;;;;;;;;
GP;BBR;Basse-Terre;Basse-Terre;;1--45---;AI;0212;;1600N 06143W;
GP;CCE;Grand Case;Grand Case;;---4----;AI;0001;;;
GP;GRB;Grand-Bourg;Grand-Bourg;;1-------;RL;0212;;1553N 06118W;
GP;GUS;Gustavia;Gustavia;;1-------;RQ;9506;;;
GP;JAR;Jarry;Jarry;;1-------;AI;0002;;;
GP;DSD;La Désirade;La Desirade;;---4----;AI;0212;;1619N 06102W;
GP;GBJ;Marie-Galante;Marie-Galante;;---4----;AI;0212;;1556N 06116W;
GP;MSB;Marigot;Marigot;;--34----;AI;0307;;1804N 06305W;
GP;PTP;Pointe-à-Pitre;Pointe-a-Pitre;;1--45---;AF;9506;;;
GP;PTL;Port-Louis;Port-Louis;;1-3--6--;RL;0607;;1625N 06132W;
GP;SFG;Saint Martin Apt;Saint Martin Apt;;--34----;AI;0401;;;
GP;SBH;St Barthelemy;St Barthelemy;;1--45---;AI;9601;;;
GP;HTB;Terre-de-Bas;Terre-de-Bas;;---4----;AI;0001;;;
GP;LSS;Terre-de-Haut;Terre-de-Haut;;---4----;AI;9601;;;
