TR;01;Adana;Province
TR;02;Adiyaman;Province
TR;03;Afyon;Province
TR;04;Agri;Province
TR;05;Amasya;Province
TR;06;Ankara;Province
TR;07;Antalya;Province
TR;08;Artvin;Province
TR;09;Aydin;Province
TR;10;Balikesir;Province
TR;11;Bilecik;Province
TR;12;Bingol;Province
TR;13;Bitlis;Province
TR;14;Bolu;Province
TR;15;Burdur;Province
TR;16;Bursa;Province
TR;17;Canakkale;Province
TR;18;Cankiri;Province
TR;19;Corum;Province
TR;20;Denizli;Province
TR;21;Diyarbakir;Province
TR;22;Edirne;Province
TR;23;Elazig;Province
TR;24;Erzincan;Province
TR;25;Erzurum;Province
TR;26;Eskisehir;Province
TR;27;Gaziantep;Province
TR;28;Giresun;Province
TR;29;Gümüshane;Province
TR;30;Hakkari;Province
TR;31;Hatay;Province
TR;32;Isparta;Province
TR;33;Icel;Province
TR;34;Istanbul;Province
TR;35;Izmir;Province
TR;36;Kars;Province
TR;37;Kastamonu;Province
TR;38;Kayseri;Province
TR;39;Kirklareli;Province
TR;40;Kirsehir;Province
TR;41;Kocaeli;Province
TR;42;Konya;Province
TR;43;Kütahya;Province
TR;44;Malatya;Province
TR;45;Manisa;Province
TR;46;Kahramanmaras;Province
TR;47;Mardin;Province
TR;48;Mugla;Province
TR;49;Mus;Province
TR;50;Nevsehir;Province
TR;51;Nigde;Province
TR;52;Ordu;Province
TR;53;Rize;Province
TR;54;Sakarya;Province
TR;55;Samsun;Province
TR;56;Siirt;Province
TR;57;Sinop;Province
TR;58;Sivas;Province
TR;59;Tekirdag;Province
TR;60;Tokat;Province
TR;61;Trabzon;Province
TR;62;Tunceli;Province
TR;63;Sanliurfa;Province
TR;64;Usak;Province
TR;65;Van;Province
TR;66;Yozgat;Province
TR;67;Zonguldak;Province
TR;68;Aksaray;Province
TR;69;Bayburt;Province
TR;70;Karaman;Province
TR;71;Kirkkale;Province
TR;72;Batman;Province
TR;73;Sirnak;Province
TR;74;Bartin;Province
TR;75;Ardahan;Province
TR;76;Igdir;Province
TR;77;Yalova;Province
TR;78;Karabuk;Province
TR;79;Kilis;Province
TR;80;Osmaniye;Province
