AR;;.ARGENTINA;;;;;;;;
AR;AVD;Acevedo;Acevedo;B;--3-----;RL;0201;;3344S 06027W;
AR;ALI;Alberti;Alberti;B;-23-----;RL;0607;;3502S 06017W;
AR;ALL;Allen;Allen;R;-23-----;RL;0212;;3859S 06749W;
AR;ARR;Alto Río Senguerr;Alto Rio Senguerr;U;--34----;AI;0212;;4502S 07050W;
AR;ANA;Añatuya;Anatuya;G;-23-----;RL;0212;;2828S 06250W;
AR;AND;Andalgalá;Andalgala;K;-23-----;RL;0212;;2736S 06619W;
AR;ACF;Arrecifes;Arrecifes;B;123-----;RL;0601;;3405S 06007W;
AR;ATU;Atucha;Atucha;B;--3-----;RL;9811;;;
AR;AZU;Azul;Azul;B;-23-----;RL;0601;;3647S 05952W;
AR;BHI;Bahía Blanca;Bahia Blanca;B;1--4----;AI;0212;;3843S 06217W;
AR;BCA;Balcarce;Balcarce;B;-23-----;RL;0601;;3750S 05815W;
AR;BQS;Barranqueras;Barranqueras;H;1-------;AI;9401;;;
AR;BGO;Bragado;Bragado;B;-23-----;RL;0601;;3507S 06030W;
AR;BUE;Buenos Aires;Buenos Aires;C;12345---;AI;0401;;3435S 05840W;
AR;EZE;Buenos Aires-Ministro Pistarini Apt;Buenos Aires-Ministro Pistarini Apt;B;---4----;AI;;;;
AR;CFY;Cafayate;Cafayate;A;--3-----;RL;0601;;2604S 06558W;
AR;CLC;Caleta Córdoba;Caleta Cordoba;X;1-------;AI;0212;;4544S 06704W;
AR;CVI;Caleta Olivia;Caleta Olivia;Z;1--4----;AI;9601;;;
AR;CMP;Campana;Campana;B;1-------;AI;9401;;;
AR;CPG;Carmen de Patagones;Carmen de Patagones;B;---4----;AI;9912;;;
AR;CTC;Catamarca;Catamarca;K;---4----;AI;9601;;;
AR;CVH;Caviahue;Caviahue;Q;---4----;AI;9912;;;
AR;CRR;Ceres;Ceres;S;---4----;AI;9912;;;
AR;CCO;Chacabuco;Chacabuco;B;-23-----;RL;0601;;3438S 06028W;
AR;CHA;Chajarí;Chajari;E;-23-----;RL;0212;;3046S 05759W;
AR;CNT;Charata;Charata;H;---4----;AI;9912;;;
AR;CVY;Chivilcoy;Chivilcoy;B;-23-----;RL;0601;;3454S 06002W;
AR;HOS;Chos Malal;Chos Malal;Q;---4----;AI;9912;;;
AR;CPA;Cipoletti;Cipoletti;R;-23-----;RL;0601;;3855S 06759W;
AR;CLX;Clorinda;Clorinda;F;---4----;AI;9912;;;
AR;COL;Colón;Colon;E;1-------;AI;0212;;3213S 05808W;
