EE;;.ESTONIA;;;;;;;;
EE;APL;Abja-Paluoja;Abja-Paluoja;84;--3-----;RL;0607;;5807N 02523E;
EE;AHJ;Ahja;Ahja;65;--3-----;RL;0307;;5812N 02704E;
EE;ARD;Ardu;Ardu;37;--3-----;RL;0501;;5906N 02522E;
EE;ASE;Aseri;Aseri;44;1-3-----;RL;0212;;5927N 02652E;
EE;AUD;Audru;Audru;67;--3-----;RL;0607;;5824N 02422E;
EE;BEK;Bekkeri;Bekkeri;37;1------B;AA;0601;;5927N 02439E;
EE;DIR;Dirhami;Dirhami;57;1------B;AA;0601;;5913N 02330E;
EE;ELV;Elva;Elva;78;--3-----;RL;0212;;5813N 02625E;
EE;HNE;Haabneeme;Haabneeme;37;--3-----;RL;0212;;5931N 02449E;
EE;HAA;Haapsalu;Haapsalu;57;123-----;RL;0212;;5856N 02331E;
EE;HLA;Halinga;Halinga;67;--3-----;RL;0212;;5835N 02432E;
EE;HJA;Haljala;Haljala;59;--3-----;RL;0601;;5925N 02616E;
EE;HLT;Heltermaa;Heltermaa;39;1------B;AA;0601;;5852N 02303E;
EE;IMA;Imavere;Imavere;51;--3-----;RL;0601;;5844N 02547E;
EE;JAR;Järvakandi;Jarvakandi;70;--3-----;RL;0701;;5846N 02449E;
EE;JOE;Jõesuu;Joesuu;37;--3-----;RL;0701;;5928N 02510E;
EE;JGA;Jõgeva;Jogeva;49;-23-----;RL;0601;;5845N 02623E;
EE;JVI;Jõhvi;Johvi;44;-23-----;RL;0601;;5921N 02725E;
EE;JUR;Jüri;Juri;37;--3-----;RL;0407;;5921N 02453E;
EE;KAD;Kadrina;Kadrina;49;--3-----;RL;0601;;5842N 02704E;
EE;KIA;Käina;Kaina;39;--3-----;RL;0401;;5849N 02247E;
EE;KLL;Kallaste;Kallaste;78;1-3-----;AA;0601;;5840N 02710E;
EE;KDL;Kärdla;Kardla;39;---4----;AI;0212;;5900N 02245E;
EE;KEE;Keeni;Keeni;82;-23-----;RL;0701;;5757N 02617E;
EE;KEI;Keila;Keila;37;-23-----;RL;0601;;5918N 02425E;
EE;KHA;Kohila;Kohila;70;-23-----;RL;0601;;5910N 02445E;
EE;KJE;Kohtla-Järve;Kohtla-Jarve;44;--3-----;RL;0212;;5924N 02716E;
EE;KJI;Kolga-Jaani;Kolga-Jaani;84;--3-----;RL;0601;;5831N 02556E;
EE;KUI;Kuivastu;Kuivastu;74;1------B;AA;0601;;5834N 02323E;
EE;KND;Kunda;Kunda;59;1------B;AA;0601;;5931N 02632E;
EE;URE;Kuressaare;Kuressaare;74;1-34----;AI;0701;;5815N 02230E;@Fun
EE;KUR;Kuressaare port;Kuressaare port;74;1------B;AA;0701;;5815N 02228E;
EE;KUU;Kuusalu;Kuusalu;37;--3-----;RL;0701;;5926N 02527E;
EE;LAA;Laagri;Laagri;37;-23-----;RL;0507;;5921N 02435E;
EE;LHT;Lehtma;Lehtma;39;1------B;AA;0601;;5904N 02242E;
EE;LIH;Lihula;Lihula;57;--3-----;RL;0607;;5841N 02350E;
EE;LIN;Lindi;Lindi;67;1-------;AA;0601;;5820N 02417E;
EE;LSL;Lohusalu;Lohusalu;37;1------B;AA;0601;;5924N 02413E;
EE;LHU;Lohusuu;Lohusuu;44;--3-----;RL;0601;;5857N 02702E;
EE;LSA;Loksa;Loksa;37;1------B;AA;0601;;5935N 02542E;
EE;MRD;Maardu;Maardu;37;-23-----;RL;0607;;5926N 02501E;
EE;MRS;Meeruse;Meeruse;37;1------B;AA;0601;;5927N 02440E;
EE;MDR;Miiduranna;Miiduranna;37;1------B;AA;0601;;5930N 02449E;
EE;MNT;Mõntu;Montu;74;1------B;AA;0601;;5757N 02208E;
