AL;;.ALBANIA;;;;;;;;
AL;BRT;Berat;Berat;;--3--6--;RL;0701;;4043N 01957E;
AL;DRZ;Durrës;Durres;;1-------;RL;0103;;;
AL;FIE;Fier;Fier;;-23-----;RL;0701;;4044N 01934E;
AL;GOK;Gjirokastër;Gjirokaster;;--3--6--;RL;0701;;4005N 02009E;
AL;KRC;Korçë;Korce;;--3-----;RL;0501;;4037N 02046E;
AL;SAR;Sarandë;Sarande;;1-------;RL;0212;;3953N 02000E;
AL;SHG;Shëngjin;Shengjin;;1-------;RL;0212;;4148N 01934E;
AL;TEN;Tenes;Tenes;;0-------;RQ;8910;;;
AL;TIA;Tirana;Tirana;;---45---;AI;9601;;;
AL;VOA;Vlora;Vlora;;1-------;RQ;8103;;;
