MT;;.MALTA;;;;;;;;
MT;CKW;Cirkewwa;Cirkewwa;;1-3-----;AS;0701;;;
MT;JCO;Comino;Comino;;---4----;AI;9912;;;
MT;FLO;Floriana;Floriana;;1-34----;RL;0307;;3553N 01430E;
MT;GZM;Gozo;Gozo;;---4----;AI;9912;;;
MT;LUQ;Luqa;Luqa;;--34----;RL;0701;;3551N 01429E;@Fun
MT;MLA;Malta (Valletta);Malta (Valletta);;1--45---;AI;0701;;;
MT;DIS;Malta Freeport Distripark;Malta Freeport Distripark;;1-3-----;RL;0401;;3550N 01432E;
MT;MSX;Marsamxett;Marsamxett;;1-------;AI;0201;;3554N 01430E;
MT;MAR;Marsaxlokk;Marsaxlokk;;1-------;RL;9506;;3550N 01432E;
MT;MGZ;Mgarr; Gozo;Mgarr; Gozo;;1-3-----;AS;0701;;3601N 01418E;
MT;MOA;Mosta;Mosta;;--3-----;RL;0401;;3554N 01425E;
MT;PAO;Paola;Paola;;--3-----;RQ;9501;;;
MT;RMI;Qormi;Qormi;;--3-----;RQ;9008;;;
MT;SJN;San Giljan (St Julian);San Giljan (St Julian);;--3-----;RL;0607;;3555N 01429E;
MT;SGW;San Gwann; Valletta;San Gwann; Valletta;;--3-----;RL;0607;;3554N 01428E;
MT;SPB;St Paul's Bay (San Paul il-Bahir);St Paul's Bay (San Paul il-Bahir);;1-------;AI;0201;;3956N 01424E;
