RE;;.RÉUNION;;;;;;;;
RE;LPT;Le Port;Le Port;;1-3-5---;AF;0401;;2055S 05518E;
RE;PDG;Port de Pointe des Galets;Port de Pointe des Galets;;1-------;RL;0307;;;
RE;REU;Réunion;Reunion;;123-----;RL;0401;;2053S 05532E;
RE;SDR;Saint-André;Saint-Andre;;-23-5---;RL;0212;;2056S 05539E;
RE;RUN;Saint-Denis de la Réunion Apt;Saint-Denis de la Reunion Apt;;---4----;AI;0401;;2053S 05532E;
RE;SGL;Saint-Gilles-les Bains;Saint-Gilles-les Bains;;-23-5---;RL;0212;;2102S 05514E;Variant: Saint Gilles
RE;SJH;Saint-Joseph;Saint-Joseph;;-2--5---;RL;0212;;2121S 05537E;
RE;SPL;Saint-Paul;Saint-Paul;;-23-5---;RL;0212;;2059S 05516E;
RE;SPH;Saint-Philippe;Saint-Philippe;;-2--5---;RL;0212;;2121S 05546E;
RE;ZSE;St Pierre de la Reunion;St Pierre de la Reunion;;---4----;AI;0212;;2119S 05529E;
RE;SMA;Ste Marie;Ste Marie;;--3-----;RL;0507;;2053S 05533E;
